user,login_count,off_hour_logins,weekend_logins,unique_pcs_logon,off_hour_ratio,weekend_ratio,device_connections,unique_pcs_device,raw_anomaly_score,risk_score,is_anomaly,risk_level,risk_explanation,is_simulated,persona_description
Dtaa/Ajm0302,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Aid0577,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Aar0508,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Zch0336,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Zbm0626,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Abh0963,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ycd0922,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ycb0967,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Acd0647,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Xxd0650,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Acl0865,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Xhn0227,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Aec0750,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Wgl0515,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Agb0091,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Wfh0909,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Wbw0591,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ssh0085,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Smd0773,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ans0172,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rkc0190,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rdp0855,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rdh0117,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rdg0350,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Bcg0303,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rcr0864,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rcf0540,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Bcg0692,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rbb0229,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Bcr0547,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Bcv0109,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Qam0113,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Bfo0438,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Pvw0713,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Pvh0124,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Bfv0911,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rjp0286,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rkd0255,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Skp0270,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rle0844,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Sjh0907,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Sjc0735,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Sjb0751,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Sht0953,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Shs0608,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Sgs0352,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Scb0529,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Sbm0217,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Asp0799,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cdr0453,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Bab0505,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rvm0826,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rom0419,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Roc0257,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rls0935,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Rwd0210,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jsh0598,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cpm0959,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Fim0668,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Edw0137,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Efs0114,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Dar0341,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jzv0159,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ddj0535,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Dba0367,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Dbg0686,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Lnd0767,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Kbc0337,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Imw0965,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Kbp0188,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cnt0514,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Kpc0158,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Igc0415,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Icf0629,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Fcg0115,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Iac0264,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jrp0458,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Htg0554,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Lsv0944,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Fes0933,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jcl0752,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Edc0357,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Lib0089,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jmp0200,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Lat0452,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Law0437,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Czb0163,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Lal0170,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Lbc0422,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jmr0955,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Lbd0946,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jmr0906,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Drh0790,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jxg0567,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jfa0081,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Dwb0426,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Dxm0213,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Csd0739,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Csb0363,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Lcl0792,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jjb0720,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ear0695,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jgs0274,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ecg0753,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Kdc0928,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Kch0987,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mfn0656,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Kgc0456,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mcr0314,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Med0748,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cgt0183,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hkg0503,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mgb0728,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hip0929,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mgf0743,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Kmc0840,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cmc0814,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mhm0988,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Gjg0820,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Cgh0125,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Gms0949,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Gtj0243,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ceb0718,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Dep0563,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Ckw0622,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Dst0527,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hko0796,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Mbz0932,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hrk0729,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hpf0958,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hla0457,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Hoo0224,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Fjc0138,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Flc0811,345,345,0,1,1.0,0.0,0,0,0.250933,5.89,0,Low,Excessive logins (345 total) | High off-hours activity (345 logins outside 8AM–6PM),0,
Dtaa/Jip0187,345,181,0,1,0.5246,0.0,0,0,0.251113,5.85,0,Low,Excessive logins (345 total) | High off-hours activity (181 logins outside 8AM–6PM),0,
Dtaa/Arp0948,345,160,0,1,0.4638,0.0,0,0,0.252177,5.58,0,Low,Excessive logins (345 total) | High off-hours activity (160 logins outside 8AM–6PM),0,
Dtaa/Rjw0590,345,160,0,1,0.4638,0.0,0,0,0.252177,5.58,0,Low,Excessive logins (345 total) | High off-hours activity (160 logins outside 8AM–6PM),0,
Dtaa/Nwc0765,345,180,0,1,0.5217,0.0,0,0,0.253378,5.28,0,Low,Excessive logins (345 total) | High off-hours activity (180 logins outside 8AM–6PM),0,
Dtaa/Wcb0440,345,180,0,1,0.5217,0.0,0,0,0.253378,5.28,0,Low,Excessive logins (345 total) | High off-hours activity (180 logins outside 8AM–6PM),0,
Dtaa/Drd0916,345,180,0,1,0.5217,0.0,0,0,0.253378,5.28,0,Low,Excessive logins (345 total) | High off-hours activity (180 logins outside 8AM–6PM),0,
Dtaa/Arf0269,345,180,0,1,0.5217,0.0,0,0,0.253378,5.28,0,Low,Excessive logins (345 total) | High off-hours activity (180 logins outside 8AM–6PM),0,
Dtaa/Mpa0136,345,180,0,1,0.5217,0.0,0,0,0.253378,5.28,0,Low,Excessive logins (345 total) | High off-hours activity (180 logins outside 8AM–6PM),0,
Dtaa/Cnb0615,345,180,0,1,0.5217,0.0,0,0,0.253378,5.28,0,Low,Excessive logins (345 total) | High off-hours activity (180 logins outside 8AM–6PM),0,
Dtaa/Vir0488,345,161,0,1,0.4667,0.0,0,0,0.254662,4.95,0,Low,Excessive logins (345 total) | High off-hours activity (161 logins outside 8AM–6PM),0,
Dtaa/Aoc0511,345,161,0,1,0.4667,0.0,0,0,0.254662,4.95,0,Low,Excessive logins (345 total) | High off-hours activity (161 logins outside 8AM–6PM),0,
Dtaa/Ahd0147,345,161,0,1,0.4667,0.0,0,0,0.254662,4.95,0,Low,Excessive logins (345 total) | High off-hours activity (161 logins outside 8AM–6PM),0,
Dtaa/Fno0471,345,178,0,1,0.5159,0.0,0,0,0.255003,4.86,0,Low,Excessive logins (345 total) | High off-hours activity (178 logins outside 8AM–6PM),0,
Dtaa/Hrt0737,344,170,0,1,0.4942,0.0,0,0,0.255004,4.86,0,Low,Excessive logins (344 total) | High off-hours activity (170 logins outside 8AM–6PM),0,
Dtaa/Gyb0248,345,178,0,1,0.5159,0.0,0,0,0.255003,4.86,0,Low,Excessive logins (345 total) | High off-hours activity (178 logins outside 8AM–6PM),0,
Dtaa/Kff0225,345,179,0,1,0.5188,0.0,0,0,0.255003,4.86,0,Low,Excessive logins (345 total) | High off-hours activity (179 logins outside 8AM–6PM),0,
Dtaa/Aac0599,345,178,0,1,0.5159,0.0,0,0,0.255003,4.86,0,Low,Excessive logins (345 total) | High off-hours activity (178 logins outside 8AM–6PM),0,
Dtaa/Wjr0592,345,178,0,1,0.5159,0.0,0,0,0.255003,4.86,0,Low,Excessive logins (345 total) | High off-hours activity (178 logins outside 8AM–6PM),0,
Dtaa/Wah0813,345,177,0,1,0.513,0.0,0,0,0.255846,4.65,0,Low,Excessive logins (345 total) | High off-hours activity (177 logins outside 8AM–6PM),0,
Dtaa/Sir0586,345,177,0,1,0.513,0.0,0,0,0.255846,4.65,0,Low,Excessive logins (345 total) | High off-hours activity (177 logins outside 8AM–6PM),0,
Dtaa/Ktm0960,345,177,0,1,0.513,0.0,0,0,0.255846,4.65,0,Low,Excessive logins (345 total) | High off-hours activity (177 logins outside 8AM–6PM),0,
Dtaa/Msk0862,345,177,0,1,0.513,0.0,0,0,0.255846,4.65,0,Low,Excessive logins (345 total) | High off-hours activity (177 logins outside 8AM–6PM),0,
Dtaa/Djc0162,345,176,0,1,0.5101,0.0,0,0,0.255846,4.65,0,Low,Excessive logins (345 total) | High off-hours activity (176 logins outside 8AM–6PM),0,
Dtaa/Teg0502,345,177,0,1,0.513,0.0,0,0,0.255846,4.65,0,Low,Excessive logins (345 total) | High off-hours activity (177 logins outside 8AM–6PM),0,
Dtaa/Tlb0831,345,171,0,1,0.4957,0.0,0,0,0.256127,4.58,0,Low,Excessive logins (345 total) | High off-hours activity (171 logins outside 8AM–6PM),0,
Dtaa/Mds0742,345,171,0,1,0.4957,0.0,0,0,0.256127,4.58,0,Low,Excessive logins (345 total) | High off-hours activity (171 logins outside 8AM–6PM),0,
Dtaa/Mkg0273,345,171,0,1,0.4957,0.0,0,0,0.256127,4.58,0,Low,Excessive logins (345 total) | High off-hours activity (171 logins outside 8AM–6PM),0,
Dtaa/Edr0642,345,170,0,1,0.4928,0.0,0,0,0.256282,4.54,0,Low,Excessive logins (345 total) | High off-hours activity (170 logins outside 8AM–6PM),0,
Dtaa/Bbp0623,345,170,0,1,0.4928,0.0,0,0,0.256282,4.54,0,Low,Excessive logins (345 total) | High off-hours activity (170 logins outside 8AM–6PM),0,
